Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use,cluster
2,0,15,2,6,19,3,1,1,111.04,0,0.7178397931503169,0
0,0,8,0,190,10,3,1,1,908.36,0,1.136210702225117,3
9,1,38,0,8,17,3,1,2,123.68,0,0.5251667410366484,0
0,0,37,0,0,11,2,1,2,40.005,0,0.713766467762681,0
21,1,36,8,1,42,5,1,1,159.42,0,1.0543370066679019,0
25,0,31,3,0,80,2,1,1,734.085,0,0.7541012916709591,3
0,0,26,0,21,3,4,1,2,73.375,0,0.8649974374866045,0
16,0,17,1,85,42,2,2,1,676.485,0,0.5627853626967018,3
12,0,15,0,73,40,4,1,1,410.075,0,0.62624068579477,0
8,0,16,3,31,19,3,1,1,239.88,0,0.72090645019422,0
21,0,36,8,1,42,5,1,1,159.42,0,1.0543370066679019,0
25,1,31,3,0,80,2,1,1,734.085,0,0.7541012916709591,3
3,0,36,0,0,15,2,1,1,185.85,0,0.7140803902264111,0
5,0,35,0,352,22,2,1,1,1683.09,0,0.5086009287438794,2
5,0,36,0,0,33,1,1,1,217.415,0,0.7330354059201094,0
0,0,36,0,0,31,1,1,1,117.7,0,0.5123629030848772,0
6,0,36,0,25,26,2,1,1,272.07,0,0.5658619044323756,0
0,0,36,0,278,16,3,1,1,1195.52,0,0.7119094570154683,1
8,0,35,1,137,41,3,1,1,905.0,0,0.8227760406643161,3
2,0,36,0,0,42,3,1,1,545.24,0,0.8658796227812011,3
2,0,36,0,0,23,3,1,1,171.48,0,0.6477603095222213,0
1,0,36,0,0,10,2,1,1,256.59,0,0.718387738369506,0
4,0,36,0,1,15,3,1,2,83.24,0,0.5135302961731179,0
20,0,36,2,47,30,3,1,1,790.16,0,0.7556502411415245,3
0,0,36,0,476,6,3,1,1,2016.44,0,1.1676051601550612,2
4,0,35,0,143,28,2,1,1,1334.52,0,0.8909729238898652,1
0,0,35,0,179,24,3,1,1,967.0,0,0.8288247060928792,3
0,0,35,0,0,9,2,1,2,26.01,0,0.7827593392496325,0
0,0,36,0,6,6,2,1,2,45.585,0,0.6118015411059929,0
0,0,35,0,377,41,2,1,1,2026.08,0,0.6892138352548902,2
2,0,35,0,4,45,3,1,1,468.32,0,0.8139287192125854,0
3,0,35,0,101,35,2,1,1,746.19,0,0.9357143918517302,3
16,0,34,7,0,40,4,1,1,255.425,0,1.078618072138659,0
0,0,32,0,0,12,3,1,1,102.04,0,1.2921553702060287,0
0,0,34,0,0,4,3,1,1,55.28,0,0.7864617500432329,0
0,0,31,0,7,20,4,1,1,181.775,0,0.7824453182076423,0
20,0,29,2,0,78,2,1,1,720.09,0,0.7574836338693948,3
1,0,32,2,264,31,2,2,1,1492.65,0,0.6976823357253366,1
0,0,34,0,0,26,2,1,1,157.005,0,0.5587382099940637,0
0,0,33,0,31,18,3,1,2,179.92,0,0.4678082386822999,0
1,0,34,0,168,21,2,1,1,869.49,0,0.6300260941033475,3
0,0,24,0,23,66,4,1,1,89.9,0,0.4934019826187371,0
6,0,25,0,3,5,2,1,2,32.13,0,0.2975021186327564,0
0,0,24,0,14,1,4,1,2,48.1,0,1.1526795099383853,0
5,0,23,0,12,11,2,1,1,96.57,0,0.46357273891544515,0
0,0,23,0,1,21,3,1,1,123.0,0,0.6338474382786535,0
0,0,16,0,21,12,2,1,1,157.95,0,0.7693363189174918,0
11,0,15,0,78,40,1,2,1,771.265,0,0.5605324752329823,3
7,0,13,0,66,38,4,1,1,384.825,0,0.6267483442500406,0
3,0,14,2,24,17,3,1,1,199.48,0,0.7366322924996842,0
0,0,7,0,208,8,3,1,1,996.76,0,1.0994289485746656,3
6,0,38,0,3,17,2,1,1,202.185,0,0.6986467361259838,0
0,0,39,0,5,4,2,1,1,25.875,0,0.4751984461228395,0
8,0,37,0,357,24,2,1,1,1708.425,0,0.49811358817762874,2
8,0,38,0,0,35,1,1,1,220.88,0,0.7157728759954022,0
1,0,38,0,0,33,1,1,1,121.165,0,0.5013261003747767,0
9,0,38,1,30,28,3,1,1,264.36,0,0.5565973733286148,0
2,0,38,0,283,18,3,1,1,1218.04,0,0.68267588069265,1
11,0,37,2,142,43,3,1,1,927.52,0,0.8121849215252253,3
5,0,38,0,0,44,3,1,1,547.76,0,0.8579125808355983,3
5,0,38,1,0,25,3,1,1,174.0,0,0.6363563462132,0
4,0,38,0,5,12,2,1,1,281.925,0,0.7069107226181265,0
7,0,38,0,6,17,3,1,1,105.76,0,0.5015672103454821,0
23,0,38,3,52,32,3,1,1,812.68,0,0.7505870863088603,3
2,0,38,1,481,8,3,1,1,2038.96,0,1.0916436193520165,2
7,0,37,0,148,30,2,1,1,1359.855,0,0.8833519221617349,1
1,0,37,1,184,26,3,1,1,989.52,0,0.813604014600731,3
0,0,37,0,0,11,2,1,1,28.845,0,0.6701576623352465,0
0,0,38,0,11,8,2,1,1,70.92,0,0.5332984796180493,0
1,0,37,0,382,43,2,1,1,2051.415,0,0.6811807057505197,2
5,0,37,1,9,47,3,1,1,490.84,0,0.8057660586680945,0
6,0,37,1,106,37,2,1,1,771.525,0,0.9156423735871904,3
19,0,36,8,0,42,4,1,1,257.0,0,1.0602307294994564,0
0,0,34,0,0,14,3,1,1,104.56,0,1.1867195561783765,0
0,0,36,0,0,6,3,1,1,57.8,0,0.7314204753571866,0
1,0,33,1,12,22,4,1,1,195.85,0,0.7699111967717834,0
0,0,36,1,2,2,5,1,1,4.41,0,0.9360933591703349,0
23,0,31,3,0,80,2,1,1,722.925,0,0.7526865244804849,3
4,0,34,3,269,33,2,2,1,1517.985,0,0.6887125834920795,1
0,0,36,0,0,28,2,1,1,159.84,0,0.54968112905107,0
1,0,35,0,36,20,3,1,1,202.44,0,0.45567380369091065,0
4,0,36,0,173,23,2,1,1,894.825,0,0.6124792774924905,3
2,1,27,1,191,11,2,2,1,909.135,0,0.43204474591287634,3
2,0,26,0,28,68,4,1,1,103.975,0,0.4777857696877905,0
9,0,27,0,8,7,2,1,1,57.465,0,0.2961686863290996,0
0,0,26,0,19,3,4,1,1,62.175,0,0.8675005677047231,0
8,0,25,0,17,13,2,1,1,121.905,0,0.44674676708146827,0
0,0,25,0,6,23,3,1,1,145.52,0,0.6185970240081275,0
0,0,18,0,26,14,2,1,1,183.285,0,0.718193212486033,0
14,1,17,1,83,42,1,2,1,802.23,0,0.5553277946441243,3
10,0,15,0,71,40,4,1,1,398.9,0,0.6216000292678971,0
6,0,16,3,29,19,3,1,1,222.0,0,0.710456818095037,0
0,0,9,1,213,10,3,1,1,1019.28,0,1.0533070361251817,3
0,0,34,0,0,13,2,1,1,183.015,0,0.730738154498754,0
2,0,33,0,347,20,2,1,1,1657.755,0,0.5201933737695908,1
2,0,34,0,0,31,2,1,1,175.05,0,0.7517746253067615,0
0,0,34,0,0,29,1,1,1,114.235,0,0.5246077632805874,0
3,0,34,0,20,24,2,1,1,246.735,0,0.5757921354943022,0
0,0,34,0,273,14,3,1,1,1173.0,0,0.7458977459454743,1
5,0,33,0,132,39,3,1,1,882.48,0,0.8338145100499167,3
0,0,34,0,0,40,3,1,1,542.72,0,0.8740788830648457,3
0,0,34,0,0,21,3,1,1,168.96,0,0.6599443595520307,0
0,0,34,0,0,8,2,1,1,253.755,0,0.7305213777869497,0
1,0,34,0,0,13,3,1,2,76.72,0,0.5269176716656347,0
17,0,34,1,42,28,2,1,1,863.595,0,0.7608274625830692,3
0,0,34,0,471,4,3,1,1,1993.92,0,1.2606681480024813,2
1,0,33,0,138,26,2,1,1,1309.185,0,0.8987975744266379,1
0,0,33,0,174,22,3,1,1,944.48,0,0.8449760576260459,3
0,0,33,0,0,7,2,1,2,23.175,0,0.9932517730102833,0
0,0,34,0,1,4,2,1,2,20.25,0,0.7654678421395714,0
0,0,33,0,372,39,2,1,1,2000.745,0,0.6975864648824626,2
0,0,33,0,0,43,3,1,1,449.8,0,0.8223589120399516,0
0,0,33,0,96,33,2,1,1,720.855,0,0.9571612100675427,3
13,0,32,6,0,38,4,1,1,253.85,0,1.097950694201371,0
0,0,30,0,0,10,3,1,1,99.52,0,1.4286536349590322,0
0,0,32,0,0,2,3,1,1,52.76,0,0.8575133611716554,0
0,0,29,0,2,18,4,1,1,167.7,0,0.7956627440855403,0
0,0,32,0,0,0,4,1,1,0.0,0,0.0,0
17,0,27,1,0,76,2,1,1,717.255,0,0.7623826233033923,3
0,0,30,1,259,29,2,2,1,1467.315,0,0.7070685190785533,1
0,0,32,0,0,24,2,1,1,154.17,0,0.5684481612385436,0
0,0,31,0,26,16,3,1,2,157.4,0,0.4818380868927384,0
0,0,32,0,163,19,2,1,1,844.155,0,0.64959893531421,3
0,0,23,0,181,7,2,2,1,858.465,0,0.4614797496628357,3
0,0,22,0,18,64,4,1,1,75.825,0,0.5118251240990742,0
3,0,23,0,0,3,2,1,2,15.795,0,0.2993326896717562,0
0,0,22,0,9,0,4,1,2,22.5,0,0.0,0
2,0,21,0,7,9,2,1,1,71.235,0,0.48439236669783514,0
0,0,21,0,0,19,3,1,1,116.48,0,0.6505875661411494,0
0,0,14,0,16,10,2,1,1,132.615,0,0.8346127008598879,0
8,0,13,0,73,38,1,2,1,740.3,0,0.5659449229870702,3
4,0,11,0,61,36,4,1,1,370.75,0,0.6320594885801072,0
0,0,12,1,19,15,3,1,1,176.96,0,0.7663287978535365,0
0,0,5,0,203,6,3,1,1,974.24,0,1.15183025298713,3
4,0,40,0,8,19,2,1,1,225.54,0,0.7085748237914987,0
0,0,41,0,10,6,2,1,2,49.23,0,0.9360933591703349,0
6,0,39,0,362,26,2,1,1,1731.78,0,0.5086804674196026,2
6,0,40,0,4,37,2,1,1,199.575,0,0.7265871561917425,0
0,0,40,0,5,35,1,1,1,149.71,0,0.512306008936425,0
7,0,40,1,35,30,3,1,1,285.12,0,0.564487904759423,0
0,0,40,0,288,20,3,1,1,1238.8,0,0.7014459833746405,1
9,0,39,2,147,45,3,1,1,948.28,0,0.8181846243119757,3
3,0,40,0,3,46,3,1,1,560.52,0,0.8622504462680471,3
3,0,40,1,5,27,3,1,1,194.76,0,0.644515231721909,0
2,0,40,0,10,14,2,1,1,305.28,0,0.7142597302555862,0
5,0,40,0,11,19,3,1,2,126.52,0,0.5134222496132567,0
21,0,40,3,57,34,3,1,1,833.44,0,0.7536830751681235,3
0,0,40,1,486,10,3,1,1,2059.72,0,1.124835483767212,2
5,0,39,0,153,32,2,1,1,1383.21,0,0.887413345356249,1
0,0,39,1,189,28,3,1,1,1010.28,0,0.8221587195465014,3
0,0,39,0,3,13,2,1,2,43.2,0,0.7339691750802005,0
0,0,40,0,16,10,2,1,2,94.275,0,0.5924056107584136,0
0,0,39,0,387,45,2,1,1,2074.77,0,0.686553675382561,2
3,0,39,1,14,49,3,1,1,511.6,0,0.8104362670830454,0
4,0,39,1,111,39,2,1,1,794.88,0,0.9259156251271101,3
17,0,38,8,4,44,4,2,1,267.475,0,1.0688349856531396,0
0,0,36,0,3,16,3,1,1,117.32,0,1.2300195132640368,0
0,0,38,0,3,8,3,1,1,70.56,0,0.7632505463309239,0
0,0,35,1,17,24,4,1,1,208.825,0,0.7773170092381326,0
0,0,38,1,7,0,5,1,1,10.5,0,0.0,0
21,0,33,3,3,82,2,1,1,737.28,0,0.7556135776981815,3
2,0,36,3,274,35,2,2,1,1541.34,0,0.6946341696815236,1
0,0,38,0,5,30,2,1,1,183.195,0,0.5575379286044373,0
0,0,37,0,41,22,3,1,2,223.2,0,0.4700036292457356,0
2,0,38,0,178,25,2,1,1,918.18,0,0.6254290065049944,3
0,0,29,1,196,13,2,2,1,932.49,0,0.44961489272109423,3
0,0,28,0,33,70,4,1,1,116.95,0,0.49440583962700935,0
7,0,29,0,13,9,2,1,2,80.82,0,0.31989569243543586,0
0,0,28,0,24,5,4,1,2,75.15,0,0.9808292530117262,0
6,0,27,0,22,15,2,1,1,145.26,0,0.46702300110759776,0
0,0,27,0,11,25,3,1,1,166.28,0,0.629777566627356,0
0,0,20,0,31,16,2,1,1,206.64,0,0.7484098592349947,0
12,0,19,1,88,44,1,2,1,830.775,0,0.5598243167652889,3
8,0,17,0,76,42,4,1,1,411.875,0,0.6254366345318908,0
4,0,18,3,34,21,3,1,1,242.76,0,0.7267234760935495,0
0,0,11,1,218,12,3,1,1,1040.04,0,1.0744018129175104,3
2,0,32,0,0,11,2,1,1,182.16,0,0.7199024469691542,0
4,0,31,0,342,18,2,1,1,1634.4,0,0.5085152646328065,1
4,0,32,0,0,29,1,1,1,212.905,0,0.7398826902157131,0
0,0,32,0,0,27,1,1,1,113.19,0,0.5124243451296877,0
5,0,32,0,15,22,2,1,1,223.38,0,0.5673081335585782,0
0,0,32,0,268,12,3,1,1,1152.24,0,0.7235929470941096,1
7,0,31,0,127,37,3,1,1,861.72,0,0.8275078752361432,3
1,0,32,0,0,38,3,1,1,541.96,0,0.8695853495578006,3
1,0,32,0,0,19,3,1,1,168.2,0,0.6511671083190624,0
0,0,32,0,0,6,2,1,1,252.9,0,0.7226873835138419,0
3,0,32,0,0,11,3,1,2,75.96,0,0.5136477248466249,0
19,0,32,1,37,26,3,1,1,746.88,0,0.7576496987452704,3
0,0,32,0,466,2,3,1,1,1973.16,0,1.2170448858932887,2
3,0,31,0,133,24,2,1,1,1285.83,0,0.8946012681499006,1
0,0,31,0,169,20,3,1,1,923.72,0,0.8357849540372153,3
0,0,31,0,0,5,2,1,2,22.32,0,0.8591323180342064,0
0,0,32,0,0,2,2,1,2,14.895,0,0.6433148068120697,0
0,0,31,0,367,37,2,1,1,1977.39,0,0.6919559951897922,2
1,0,31,0,0,41,3,1,1,449.04,0,0.8175041969084266,0
2,0,31,0,91,31,2,1,1,697.5,0,0.9459944301530463,3
15,0,30,6,0,36,4,1,1,253.375,0,1.0887599922250981,0
0,0,28,0,0,8,3,1,1,98.76,0,1.3667595550992482,0
0,0,30,0,0,5,3,1,1,52.0,0,0.8144099935423684,0
0,0,27,0,0,16,4,1,1,162.225,0,0.7877761614278469,0
0,0,30,0,0,0,4,1,1,0.0,0,0.0,0
19,0,25,1,0,74,2,1,1,716.4,0,0.7593826306640259,3
0,0,28,1,254,27,2,2,1,1443.96,0,0.7008336134841017,1
0,0,30,0,0,22,2,1,1,153.315,0,0.5600018138039492,0
0,0,29,0,21,14,3,1,2,136.64,0,0.4653632496892333,0
0,0,30,0,158,17,2,1,1,820.8,0,0.6350078936644048,3
0,0,21,0,176,5,2,2,1,835.11,0,0.4405564279194345,3
0,0,20,0,13,62,4,1,1,62.85,0,0.49226738318972413,0
5,0,21,0,0,1,2,1,2,14.94,0,0.2691286645560331,0
0,0,20,0,4,0,4,1,2,10.0,0,0.0,0
4,0,19,0,2,7,2,1,1,47.88,0,0.4595323293784402,0
0,0,19,0,0,17,3,1,1,115.72,0,0.6382060625286442,0
0,0,12,0,11,8,2,1,1,109.26,0,0.7943323248072909,0
10,0,11,0,68,36,1,2,1,711.755,0,0.561261407739412,3
6,0,9,0,56,34,4,1,1,357.775,0,0.6280904611044684,0
2,0,10,1,14,13,3,1,1,156.2,0,0.7474988563905234,0
0,0,3,0,198,4,3,1,1,953.48,0,1.1268555009815047,3
8,0,42,0,13,21,3,1,1,228.0,0,0.6735112060430863,0
0,0,43,0,15,8,2,1,2,80.19,0,0.4091619699894905,0
10,0,41,0,367,28,3,1,1,1566.88,0,0.48678904593774935,1
10,0,42,0,9,39,1,1,1,281.765,0,0.6875362304844466,0
3,0,42,0,10,37,1,1,1,187.55,0,0.4893053932012307,0
11,0,42,1,40,32,3,1,1,312.64,0,0.5439904700323418,0
4,0,42,0,293,22,3,1,1,1266.32,0,0.6404248770489477,1
13,0,41,2,152,47,3,1,1,975.8,0,0.7926908108962067,3
7,0,42,0,8,48,3,1,1,588.04,0,0.8426628578830551,3
7,0,42,1,10,29,3,1,1,222.28,0,0.6185970240081275,0
6,0,42,0,15,16,3,1,1,298.88,0,0.6874914865918293,0
9,1,42,0,16,21,3,1,2,154.04,0,0.4886857845580471,0
25,0,42,3,62,36,3,1,1,860.96,0,0.7412786402731727,3
4,0,42,1,491,12,3,1,1,2087.24,0,0.9706974540813194,2
9,0,41,0,158,34,2,1,1,1414.17,0,0.8685752588344885,1
3,0,41,1,194,30,3,1,1,1037.8,0,0.7863507659471402,3
0,0,41,0,8,15,2,1,2,74.16,0,0.5701422009224102,0
2,0,42,0,21,12,3,1,2,111.32,0,0.47979351451826224,0
3,0,41,0,392,47,2,1,1,2105.73,0,0.667568361154924,2
7,0,41,1,19,51,4,1,1,336.95,0,0.7905648427038349,0
8,0,41,1,116,41,2,1,1,825.84,0,0.8787159208644778,3
21,1,40,8,9,46,5,2,1,170.805,0,1.0243280740042382,0
13,0,40,1,34,28,2,1,1,417.375,0,0.6643878952208736,0
1,0,38,0,8,18,3,1,1,144.84,0,1.0266387890430206,0
1,0,40,0,8,10,3,1,1,98.08,0,0.6589483195316949,0
3,0,37,1,22,26,5,1,1,135.615,0,0.7477353708443484,0
0,0,40,1,12,6,5,1,1,22.515,0,0.47649294468548536,0
25,0,35,3,8,84,2,1,1,768.24,0,0.7438376762209543,3
6,0,38,3,279,37,2,2,1,1572.3,0,0.6735112060430863,1
2,0,40,0,10,32,2,1,1,214.155,0,0.5375581282695239,0
3,0,39,0,46,24,3,1,2,250.72,0,0.44628710262841953,0
6,0,40,0,183,27,2,1,1,949.14,0,0.5876242085619031,3
4,0,31,1,201,15,2,2,1,963.45,0,0.424722924712579,3
4,0,30,0,38,72,4,1,1,134.15,0,0.46392901452652296,0
11,0,31,0,18,11,2,1,2,111.78,0,0.31949811763644087,0
0,0,30,0,29,7,4,1,2,92.35,0,0.6567795363890705,0
10,0,29,0,27,17,2,1,1,176.22,0,0.4358625852925354,0
2,0,29,0,16,27,3,1,1,193.8,0,0.5962973545700276,0
2,0,22,0,36,18,2,1,1,237.6,0,0.6505875661411494,0
16,0,21,1,93,46,2,2,1,710.685,0,0.5479220663381912,3
12,0,19,0,81,44,4,1,1,429.075,0,0.6132790608196518,0
8,0,20,3,39,23,3,1,1,270.28,0,0.6704423868661882,0
2,0,13,1,223,14,3,1,1,1067.56,0,0.9729860755507004,3
0,0,30,0,0,9,2,1,1,173.7,0,0.7668762930766294,0
0,0,31,0,0,0,2,1,2,0.0,0,0.0,0
0,0,29,0,337,16,2,1,1,1603.44,0,0.539501423742657,1
0,0,30,0,0,27,1,1,1,202.565,0,0.7934449018753091,0
0,0,30,0,0,25,1,1,1,102.85,0,0.545457067735631,0
1,0,30,0,10,20,2,1,1,192.42,0,0.5936616293451398,0
0,0,30,0,263,10,3,1,1,1124.72,0,0.8332241331755417,1
3,0,29,0,122,35,3,1,1,834.2,0,0.8574502318512216,3
0,0,30,0,0,36,3,1,1,534.44,0,0.8914978963967141,3
0,0,30,0,0,17,3,1,1,160.68,0,0.684402590171194,0
0,0,30,0,0,4,2,1,1,244.44,0,0.7558049785497374,0
0,0,30,0,0,9,3,1,2,68.44,0,0.5502993413481991,0
15,0,30,1,32,24,2,1,1,809.28,0,0.7711635450882494,3
0,0,30,0,461,7,3,1,1,1945.64,0,1.575536360758419,2
0,0,29,0,128,22,2,1,1,1254.87,0,0.9154871962744718,1
0,0,29,0,164,18,3,1,1,896.2,0,0.8809102546146408,3
0,0,29,0,0,0,2,1,2,0.0,0,0.0,0
0,0,30,0,0,0,2,1,2,0.0,0,0.0,0
0,0,29,0,362,35,2,1,1,1946.43,0,0.7141708720989952,2
0,0,29,0,0,39,3,1,1,441.52,0,0.8400251010581238,0
0,0,29,0,86,29,2,1,1,666.54,0,1.0072772483647878,3
11,0,28,6,0,34,4,2,1,248.675,0,1.1430640512389434,0
0,0,26,0,0,6,3,1,1,91.24,0,1.990534429525307,0
0,0,28,0,0,0,3,1,1,0.0,0,0.0,0
0,0,25,0,0,14,4,1,1,157.525,0,0.8241032434067354,0
15,0,23,1,0,72,2,1,1,707.94,0,0.7721498465380677,3
0,0,26,1,249,25,2,2,1,1413.0,0,0.7259370033829362,1
0,0,28,0,0,20,2,1,1,144.855,0,0.5856800704849889,0
0,0,27,0,16,12,3,1,2,109.12,0,0.5036571342873782,0
0,0,28,0,153,15,2,1,1,789.84,0,0.6920204198773547,3
0,0,19,0,171,3,2,2,1,804.15,0,0.4855078157817008,3
0,0,18,0,8,60,4,1,1,45.65,0,0.5462766989474916,0
0,0,19,0,0,0,2,1,2,0.0,0,0.0,0
0,0,18,0,0,0,4,1,2,0.0,0,0.0,0
0,0,17,0,0,5,2,1,1,30.42,0,0.5232481437645479,0
0,0,17,0,0,15,3,1,1,108.2,0,0.6857122020724272,0
0,0,10,0,6,6,2,1,1,78.3,0,1.0589470322756782,0
6,0,9,0,63,34,1,2,1,673.915,0,0.5749640648822221,3
2,0,7,0,51,32,4,1,1,340.575,0,0.6417406935750697,0
0,0,8,1,9,11,3,1,1,128.68,0,0.8393848616298782,0
0,0,3,0,193,2,2,1,1,1041.705,0,1.2964380319980295,3
5,0,39,0,9,20,2,1,1,234.81,0,0.6776162385290687,0
0,0,40,0,11,7,2,1,2,58.5,0,0.37811022465879746,0
7,0,38,0,363,27,2,1,1,1741.05,0,0.48600397059217665,2
7,0,39,0,5,38,1,1,1,255.255,0,0.6922889692647034,0
0,0,39,0,6,36,1,1,1,161.04,0,0.48858001481867097,0
8,0,39,0,36,31,2,1,1,330.03,0,0.5447668571940234,0
1,0,39,0,289,21,3,1,1,1247.04,0,0.6463367627159547,1
10,0,38,1,148,46,3,1,1,956.52,0,0.7966767527706624,3
4,0,39,0,4,47,3,1,1,568.76,0,0.8459602912193843,3
4,0,39,0,6,28,3,1,1,203.0,0,0.6209980728915564,0
3,0,39,0,11,15,2,1,1,314.55,0,0.6908248985202743,0
6,0,39,0,12,20,3,1,2,134.76,0,0.48788593818666826,0
22,0,39,2,58,35,3,1,1,841.68,0,0.7430904451244543,3
1,0,39,0,487,11,3,1,1,2067.96,0,0.9958027948018887,2
6,0,38,0,154,33,2,1,1,1392.48,0,0.8718389693033212,1
0,0,38,0,190,29,3,1,1,1018.52,0,0.7918091747695503,3
0,0,38,0,4,14,2,1,2,52.47,0,0.5773153650348236,0
0,0,39,0,17,11,2,1,2,103.545,0,0.4758459048699639,0
0,0,38,0,388,46,2,1,1,2084.04,0,0.6698150761669677,2
4,0,38,0,15,50,3,1,1,519.84,0,0.7936884097818226,3
5,0,38,0,112,40,2,1,1,804.15,0,0.8866791143850963,3
18,0,37,7,5,45,4,2,1,272.625,0,1.032747352168119,0
0,0,35,0,4,17,3,1,1,125.56,0,1.0596693147195024,0
0,0,37,0,4,9,3,1,1,78.8,0,0.6690947950792191,0
0,0,34,0,18,25,4,1,1,213.975,0,0.7519876805828787,0
0,0,37,0,8,5,5,1,1,15.285,0,0.4647816852645839,0
22,0,32,2,4,83,2,1,1,746.55,0,0.7455683109235524,3
3,0,35,2,275,36,2,2,1,1550.61,0,0.6760527472006451,1
0,0,37,0,6,31,2,1,1,192.465,0,0.5381859871701085,0
0,0,36,0,42,23,3,1,2,231.44,0,0.44338434297045815,0
3,0,37,0,179,26,2,1,1,927.45,0,0.5903087343348289,3
1,0,28,0,197,14,2,2,1,941.76,0,0.4199791509924184,3
1,0,27,0,34,71,4,1,1,122.1,0,0.46158413825420647,0
8,0,28,0,14,10,2,1,2,90.09,0,0.30375589728284197,0
0,0,27,0,25,6,4,1,2,80.3,0,0.6791609385852053,0
7,0,26,0,23,16,2,1,1,154.53,0,0.43127299206403696,0
0,0,26,0,12,26,3,1,1,174.52,0,0.598894642313756,0
0,0,19,0,32,17,2,1,1,215.91,0,0.6598612029264785,0
13,0,18,0,89,45,1,2,1,842.105,0,0.5484312625439738,3
9,0,16,0,77,43,4,1,1,417.025,0,0.614404205902075,0
5,0,17,2,35,22,3,1,1,251.0,0,0.6767006175025629,0
0,0,10,0,219,13,3,1,1,1048.28,0,0.9904553917635005,3
1,0,33,0,0,10,2,1,1,177.39,0,0.758918494128149,0
0,0,34,0,0,0,2,1,2,0.0,0,0.0,0
3,0,32,0,341,17,2,1,1,1625.13,0,0.5382716003747385,1
3,0,33,0,0,28,1,1,1,207.075,0,0.7839308139772503,0
0,0,33,0,0,26,1,1,1,107.36,0,0.5439086587300649,0
4,0,33,0,14,21,2,1,1,214.11,0,0.5913207177851749,0
0,0,33,0,267,11,3,1,1,1144.0,0,0.8109302162163288,1
6,0,32,1,126,36,3,1,1,853.48,0,0.8519598734930149,3
0,0,33,0,0,37,3,1,1,537.72,0,0.88740439165138,3
0,0,33,0,0,18,3,1,1,163.96,0,0.6797731210346886,0
0,0,33,0,0,5,2,1,1,248.13,0,0.75042561463202,0
2,0,33,0,0,10,3,1,2,71.72,0,0.5483622272947165,0
18,0,33,2,36,25,3,1,1,738.64,0,0.7689885851316508,3
0,0,33,0,465,1,3,1,1,1964.92,0,1.4692912806908587,2
2,0,32,0,132,23,2,1,1,1276.56,0,0.9115174531214975,1
0,0,32,0,168,19,3,1,1,915.48,0,0.8722807908777127,3
0,0,32,0,0,0,2,1,2,0.0,0,0.0,0
0,0,32,0,366,36,2,1,1,1968.12,0,0.710908857889137,2
0,0,32,0,0,40,3,1,1,444.8,0,0.8360099006133522,0
1,0,32,0,90,30,2,1,1,688.23,0,0.9943642889278107,3
14,0,31,7,0,35,4,1,1,250.725,0,1.1311298544788009,0
0,0,29,0,0,7,3,1,1,94.52,0,1.7760111122599158,0
0,0,31,0,0,0,3,1,1,0.0,0,0.0,0
0,0,28,0,0,15,4,1,1,159.575,0,0.8176013550333513,0
0,0,31,0,0,0,5,1,1,0.0,0,0.0,0
18,0,26,2,0,73,2,1,1,711.63,0,0.770094442941535,3
0,0,29,2,253,26,2,2,1,1434.69,0,0.7221347174331976,1
0,0,31,0,0,21,2,1,1,148.545,0,0.5835565978727437,0
0,0,30,0,20,13,3,1,2,128.4,0,0.5041366356151942,0
0,0,31,0,157,16,2,1,1,811.53,0,0.6834852696482083,3
0,0,22,0,175,4,2,2,1,825.84,0,0.487836105541292,3
0,0,21,0,12,61,4,1,1,57.7,0,0.543486406005539,0
4,0,22,0,0,3,2,1,2,10.17,0,0.2819840513371432,0
0,0,21,0,3,0,4,1,2,7.5,0,0.0,0
3,0,20,0,1,6,2,1,1,38.61,0,0.5218754599525758,0
0,0,20,0,0,16,3,1,1,111.48,0,0.6788612233124688,0
0,0,13,0,10,7,2,1,1,99.99,0,0.9860240698888303,0
9,0,12,0,67,35,1,2,1,700.425,0,0.5739852418977243,3
5,0,10,0,55,33,4,1,1,352.625,0,0.6401763149016005,0
1,0,11,2,13,12,3,1,1,147.96,0,0.8211525802828813,0
0,0,4,0,197,3,3,1,1,945.24,0,1.2536783003670562,3
7,0,36,1,19,30,2,1,1,298.8,0,0.7113144845153943,0
0,0,37,0,21,17,2,1,2,122.49,0,0.758553380710739,0
9,0,35,1,373,37,2,1,1,1805.04,0,0.5397774457157584,2
9,0,36,1,15,48,1,1,1,333.465,0,0.7274335788076047,0
2,0,36,1,16,46,1,1,1,239.25,0,0.5438235414810029,0
10,0,36,2,46,41,3,1,1,350.24,0,0.5815224690212893,0
3,0,36,1,299,31,3,1,1,1303.92,0,0.7075774453889742,1
12,0,35,3,158,56,3,1,1,1013.4,0,0.8130021423682242,3
6,0,36,1,14,57,3,1,1,625.64,0,0.8566675352463674,3
6,0,36,2,16,38,3,1,1,259.88,0,0.6530832000792968,0
5,0,36,1,21,25,2,1,1,378.54,0,0.7158669195141096,0
8,0,36,0,22,30,3,1,2,191.64,0,0.5468914982710487,0
24,0,36,4,68,45,3,2,1,898.56,0,0.7530008913784164,3
3,0,36,2,497,21,3,1,1,2124.84,0,1.0376515888784223,2
8,0,35,1,164,43,2,1,1,1456.47,0,0.8812762140290531,1
