,Call  Failure,Complains,Subscription  Length,Charge  Amount,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Customer Value,Churn,Average of use
806,6,0,43,1,293,19,4,1,1,792.625,0,0.8740740740740741
807,15,0,42,3,152,44,3,1,1,977.68,0,1.1961942257217848
808,9,0,43,1,8,45,3,1,1,589.92,0,1.3117142857142858
809,9,0,43,2,10,26,3,1,1,224.16,0,0.8455056179775281
810,8,0,43,1,15,13,3,1,1,300.76,0,0.9765676567656766
811,11,1,43,0,16,18,3,1,2,155.92,0,0.6216666666666666
812,27,0,43,4,62,33,3,1,1,862.84,0,1.0923520923520924
813,6,0,43,2,491,9,4,1,1,1305.7,0,1.5631313131313131
814,11,0,42,1,158,31,2,1,1,1416.285,0,1.3727836879432622
815,5,0,42,2,194,27,3,1,1,1039.68,0,1.1775362318840579
816,2,0,42,0,8,12,2,1,2,76.275,0,0.7291666666666667
817,4,0,43,0,21,9,3,1,2,113.2,0,0.5916666666666667
818,0,0,42,0,8,0,2,1,2,36.0,1,0.0
819,5,0,42,1,392,44,3,1,1,1873.64,0,0.9408521303258146
820,9,0,42,2,19,48,4,1,1,338.125,0,1.1942708333333334
821,10,0,42,2,116,38,2,1,1,827.955,0,1.3823045267489713
822,25,1,38,0,24,18,3,1,2,136.32,1,0.300314465408805
823,23,0,41,9,9,43,5,2,1,171.51,0,1.7567340067340067
824,15,0,41,2,34,25,3,1,1,372.88,0,0.9323717948717949
825,3,0,39,1,8,15,3,1,1,146.72,0,1.6904761904761905
826,11,0,40,0,17,17,3,1,2,189.48,1,1.0602836879432624
827,11,1,41,0,42,32,4,1,2,162.95,1,0.7559999999999999
828,2,0,41,0,8,3,3,1,2,37.64,1,0.27708333333333335
829,3,0,41,1,8,7,4,1,1,62.475,0,0.8967741935483872
830,5,0,38,2,22,23,5,1,1,136.32,0,1.0978964401294498
831,2,0,41,0,17,5,4,1,2,58.525,1,0.8051282051282052
832,2,0,41,2,12,3,5,1,1,23.22,0,0.5633333333333334
833,27,0,36,4,8,81,2,1,1,770.355,0,1.0980191256830603
834,8,0,39,4,279,34,3,2,1,1399.48,0,0.9515027322404371
835,4,0,41,1,10,29,3,1,1,192.24,0,0.7041666666666667
836,5,0,40,0,46,21,4,1,2,157.875,0,0.555
837,8,0,41,1,183,24,2,1,1,951.255,0,0.7853107344632769
838,6,1,32,2,201,12,3,2,1,858.28,1,0.5218253968253969
839,6,0,31,1,38,69,5,1,1,81.195,0,0.5807407407407408
840,13,0,32,0,18,8,3,1,2,101.24,0,0.3763440860215054
841,2,0,31,0,29,4,4,1,2,93.525,0,0.859375
842,12,0,30,1,27,14,2,1,1,178.335,0,0.537280701754386
843,4,0,30,1,16,24,3,1,1,195.68,0,0.8022388059701493
844,4,0,23,1,36,15,3,1,1,213.08,0,0.8828125
845,18,0,22,2,93,43,2,2,1,712.755,0,0.7247165532879819
846,14,0,20,1,81,41,5,1,1,258.135,0,0.8410546139359699
847,10,0,21,4,39,20,3,1,1,272.12,0,0.9320261437908496
848,4,0,14,2,223,11,3,1,1,1069.44,0,1.5905797101449277
849,5,1,14,2,8,8,3,1,1,92.48,1,0.9913333333333334
850,14,0,39,1,30,17,3,1,1,326.48,0,1.032520325203252
851,6,0,40,0,15,4,3,1,2,101.76,0,1.0708333333333333
852,16,0,38,1,367,24,3,1,1,1597.36,0,0.7424882629107982
853,16,0,39,1,9,35,1,1,1,323.675,0,1.0623376623376624
854,9,0,39,1,10,33,2,1,1,187.74,0,0.7495169082125605
855,17,0,39,2,40,28,3,1,1,343.12,0,0.803763440860215
856,10,0,39,1,293,18,3,1,1,1296.8,0,1.0233333333333332
857,19,0,38,3,152,43,3,1,1,1006.28,0,1.240530303030303
858,13,0,39,1,8,44,3,1,1,618.52,0,1.3410185185185184
859,13,0,39,2,10,25,3,1,1,252.76,0,0.926418439716312
860,12,0,39,1,15,12,3,1,1,329.36,0,1.0421383647798743
861,15,0,39,0,16,17,3,1,2,184.52,0,0.7558974358974359
862,31,1,39,4,62,32,3,1,1,891.44,0,1.1193502824858759
863,10,0,39,2,491,8,3,1,1,2117.72,0,1.668859649122807
864,15,0,38,1,158,30,2,1,1,1448.46,0,1.39853195164076
865,9,0,38,2,194,26,3,1,1,1068.28,0,1.238831615120275
866,6,0,38,0,8,11,2,1,2,108.45,0,1.0566666666666666
867,8,0,39,0,21,8,3,1,2,141.8,0,0.9466666666666668
868,6,0,38,0,8,2,2,1,2,68.445,1,1.075757575757576
869,9,0,38,1,392,43,3,1,1,1902.24,0,0.992512077294686
870,13,0,38,2,19,47,4,1,1,356.0,0,1.2297979797979797
871,14,0,38,2,116,37,2,1,1,860.13,0,1.4395348837209303
872,29,1,34,0,24,17,3,1,2,164.92,1,0.47844827586206895
873,27,0,37,9,9,42,5,2,1,182.235,0,1.7860576923076923
874,19,0,37,2,34,24,2,1,1,451.665,0,0.9981651376146788
875,7,0,35,1,8,14,3,1,1,175.32,0,1.7929292929292928
876,15,1,36,0,17,16,3,1,2,218.08,1,1.185897435897436
877,15,1,37,0,42,31,3,1,2,289.32,1,0.9024242424242425
878,6,0,37,0,8,2,3,1,2,66.24,1,1.080769230769231
879,7,0,37,1,8,6,4,1,1,80.35,0,1.1009259259259259
880,9,0,34,2,22,22,5,1,1,147.045,0,1.1566358024691359
881,6,1,37,0,17,4,4,1,2,76.4,1,1.238888888888889
882,6,0,37,2,12,2,5,1,1,33.945,0,1.1644444444444444
883,31,1,32,4,8,80,2,1,1,802.53,0,1.1234939759036144
884,12,1,35,4,279,33,3,2,1,1428.08,0,1.007217847769029
885,8,0,37,1,10,28,3,1,1,220.84,0,0.7935483870967741
886,9,0,36,0,46,20,3,1,2,281.2,0,0.7196969696969697
887,12,0,37,1,183,23,2,1,1,983.43,0,0.9088541666666666
888,10,0,28,2,201,11,3,2,1,886.88,0,0.7180851063829787
889,10,0,27,1,38,68,4,1,1,153.2,0,0.7593333333333334
890,17,0,28,0,18,7,3,1,2,129.84,0,0.6527777777777778
891,6,0,27,0,29,3,4,1,2,111.4,0,1.2182539682539681
892,16,0,26,1,27,13,2,1,1,210.51,0,0.75
893,8,0,26,1,16,23,3,1,1,224.28,0,0.9108796296296295
894,8,0,19,1,36,14,2,1,1,271.89,0,1.0833333333333335
895,22,0,18,2,93,42,2,2,1,744.93,0,0.7787280701754385
896,18,0,16,1,81,40,5,1,1,268.86,0,0.8829670329670329
897,14,0,17,4,39,19,3,2,1,300.72,0,1.0601190476190476
898,8,0,10,2,223,10,3,1,1,1098.04,0,1.6666666666666667
899,9,0,10,2,8,7,3,1,1,121.08,1,1.2205555555555556
900,2,0,37,0,0,17,2,1,1,167.4,0,1.0166666666666666
902,4,0,36,0,334,24,2,1,1,1583.64,0,0.5928571428571429
903,4,0,37,0,0,35,1,1,1,194.865,0,1.056969696969697
904,0,0,37,0,0,33,1,1,1,95.15,0,0.5968085106382979
905,5,0,37,0,7,28,3,1,1,153.44,0,0.7194835680751174
906,0,0,37,0,260,18,3,1,1,1107.12,0,0.9821428571428571
907,7,0,36,1,119,43,3,1,1,816.6,0,1.2734848484848487
908,1,0,37,0,0,44,3,1,1,528.84,0,1.3779535864978902
909,1,0,37,0,0,25,3,1,1,155.08,0,0.880787037037037
910,0,0,37,0,0,12,2,1,1,238.14,0,1.0333333333333332
911,3,0,37,0,0,17,3,1,2,62.84,0,0.5922480620155038
912,19,0,37,2,29,32,3,1,1,701.76,0,1.1238317757009346
913,0,0,37,0,458,8,3,1,1,1928.04,0,2.484375
914,3,0,36,0,125,30,2,1,1,1235.07,0,1.4400584795321638
915,0,0,36,0,161,26,3,1,1,878.6,0,1.2866666666666666
916,0,0,36,0,0,11,2,1,2,7.56,0,0.9166666666666666
917,0,0,37,0,0,0,2,1,2,0.0,0,0.0
918,0,0,36,0,0,0,2,1,2,0.0,1,0.0
919,0,0,36,0,359,43,2,1,1,1926.63,0,0.9767241379310344
920,1,0,36,0,0,47,3,1,1,435.92,0,1.2534965034965035
921,2,0,36,0,83,37,2,1,1,646.74,0,1.5645833333333334
922,17,0,32,0,0,17,2,1,2,12.645,1,0.11342592592592592
923,15,0,35,7,0,42,4,1,1,245.175,0,1.9766260162601628
924,7,0,35,0,1,24,2,1,1,238.275,1,0.9785440613026821
925,0,0,33,0,0,14,3,1,1,85.64,0,3.227272727272727
926,3,1,34,0,0,16,2,1,2,103.95,1,1.2666666666666666
927,3,0,35,0,9,31,3,1,2,99.64,1,0.7868686868686868
928,0,0,35,0,0,0,3,1,2,0.0,1,0.0
929,0,0,35,0,0,6,3,1,1,38.88,0,1.1404761904761904
930,0,0,32,0,0,22,4,1,1,154.025,0,1.177325581395349
931,0,0,35,0,0,0,4,1,2,0.0,1,0.0
932,0,0,35,0,0,0,5,1,1,0.0,0,0.0
933,19,0,30,2,0,80,2,1,1,701.64,0,1.1281204111600587
934,0,0,33,2,246,33,2,2,1,1393.2,0,0.9928571428571429
935,0,0,35,0,0,28,2,1,1,138.555,0,0.7061032863849765
936,0,0,34,0,13,20,3,1,2,91.52,0,0.4823232323232323
937,0,0,35,0,150,23,2,1,1,770.04,0,0.8214285714285714
938,0,0,26,0,168,11,2,2,1,784.35,0,0.4033333333333334
939,0,0,25,0,5,68,4,1,1,34.65,0,0.5107142857142858
940,0,0,26,0,0,0,2,1,2,0.0,0,0.0
941,0,0,25,0,0,0,4,1,2,0.0,0,0.0
942,4,0,24,0,0,13,2,1,1,24.12,0,0.4087301587301588
943,0,0,24,0,0,23,3,1,1,102.6,0,0.8383333333333333
944,0,0,17,0,3,14,2,1,1,58.5,0,1.0944444444444446
945,10,0,16,0,60,42,1,2,1,649.66,0,0.7284615384615385
946,6,0,14,0,48,40,4,1,1,329.55,0,0.8564583333333333
947,2,0,15,2,6,19,3,1,1,111.04,0,1.05
948,0,0,8,0,190,10,3,1,1,908.36,0,2.1149425287356323
949,0,0,8,0,0,7,3,1,1,31.4,1,1.61875
961,9,1,38,0,8,17,3,1,2,123.68,0,0.6907407407407407
966,0,0,37,0,0,11,2,1,2,40.005,0,1.0416666666666667
972,23,0,33,0,16,17,2,1,2,117.09,1,0.3386524822695035
973,21,1,36,8,1,42,5,1,1,159.42,0,1.8700716845878136
974,13,0,36,1,26,24,2,1,1,383.22,1,0.9894557823129252
976,9,1,35,0,9,16,3,1,2,157.24,1,1.2154471544715448
977,9,0,36,0,34,31,3,1,2,228.48,1,0.859090909090909
981,0,0,36,0,9,4,4,1,2,38.375,1,1.4952380952380953
983,25,0,31,3,0,80,2,1,1,734.085,0,1.1257002801120448
988,4,1,27,1,193,11,2,2,1,929.295,1,0.6087962962962963
991,0,0,26,0,21,3,4,1,2,73.375,0,1.375
995,16,0,17,1,85,42,2,2,1,676.485,0,0.7555555555555555
996,12,0,15,0,73,40,4,1,1,410.075,0,0.8705653021442495
997,8,0,16,3,31,19,3,1,1,239.88,0,1.0562962962962963
999,3,0,9,1,0,7,3,1,1,60.24,1,1.3043859649122809
1023,21,0,36,8,1,42,5,1,1,159.42,0,1.8700716845878136
1033,25,1,31,3,0,80,2,1,1,734.085,0,1.1257002801120448
1049,3,1,9,1,0,7,3,1,1,60.24,1,1.3043859649122809
1050,3,0,36,0,0,15,2,1,1,185.85,0,1.0423076923076924
1052,5,0,35,0,352,22,2,1,1,1683.09,0,0.6629629629629629
1053,5,0,36,0,0,33,1,1,1,217.415,0,1.081388888888889
1054,0,0,36,0,0,31,1,1,1,117.7,0,0.6692307692307692
1055,6,0,36,0,25,26,2,1,1,272.07,0,0.7609649122807017
1056,0,0,36,0,278,16,3,1,1,1195.52,0,1.0378787878787878
1057,8,0,35,1,137,41,3,1,1,905.0,0,1.2768115942028986
1058,2,0,36,0,0,42,3,1,1,545.24,0,1.3770961145194274
1059,2,0,36,0,0,23,3,1,1,171.48,0,0.9112554112554113
1060,1,0,36,0,0,10,2,1,1,256.59,0,1.051123595505618
1061,4,0,36,0,1,15,3,1,2,83.24,0,0.6711805555555556
1062,20,0,36,2,47,30,3,1,1,790.16,0,1.1289954337899544
1063,0,0,36,0,476,6,3,1,1,2016.44,0,2.2142857142857144
1064,4,0,35,0,143,28,2,1,1,1334.52,0,1.4375
1065,0,0,35,0,179,24,3,1,1,967.0,0,1.290625
1066,0,0,35,0,0,9,2,1,2,26.01,0,1.1875
1067,0,0,36,0,6,6,2,1,2,45.585,0,0.84375
1069,0,0,35,0,377,41,2,1,1,2026.08,0,0.9921487603305785
1070,2,0,35,0,4,45,3,1,1,468.32,0,1.2567567567567568
1071,3,0,35,0,101,35,2,1,1,746.19,0,1.549033816425121
1072,18,0,31,0,9,15,2,1,2,71.595,1,0.26422764227642276
1073,16,0,34,7,0,40,4,1,1,255.425,0,1.9406130268199235
1074,8,1,34,0,19,22,2,1,1,337.725,1,0.9987318840579711
1075,0,0,32,0,0,12,3,1,1,102.04,0,2.640625
1076,4,0,33,0,2,14,2,1,2,131.4,1,1.2785714285714285
1077,4,0,34,0,27,29,3,1,2,188.04,1,0.8609649122807018
1079,0,0,34,0,0,4,3,1,1,55.28,0,1.1956140350877191
1080,0,0,31,0,7,20,4,1,1,181.775,0,1.1868131868131868
1081,0,0,34,0,2,2,4,1,2,13.1,1,5.383333333333334
1083,20,0,29,2,0,78,2,1,1,720.09,0,1.1329022988505746
1084,1,0,32,2,264,31,2,2,1,1492.65,0,1.009090909090909
1085,0,0,34,0,0,26,2,1,1,157.005,0,0.7484649122807018
1086,0,0,33,0,31,18,3,1,2,179.92,0,0.5964912280701755
1087,1,0,34,0,168,21,2,1,1,869.49,0,0.8776595744680851
1088,0,1,25,0,186,9,2,2,1,883.8,1,0.5611111111111111
1089,0,0,24,0,23,66,4,1,1,89.9,0,0.6378787878787879
1090,6,0,25,0,3,5,2,1,2,32.13,0,0.3464912280701754
1091,0,0,24,0,14,1,4,1,2,48.1,0,2.1666666666666665
1092,5,0,23,0,12,11,2,1,1,96.57,0,0.5897435897435898
1093,0,0,23,0,1,21,3,1,1,123.0,0,0.8848484848484848
1094,0,0,16,0,21,12,2,1,1,157.95,0,1.1583333333333334
1095,11,0,15,0,78,40,1,2,1,771.265,0,0.7516049382716049
1096,7,0,13,0,66,38,4,1,1,384.825,0,0.8715151515151516
1097,3,0,14,2,24,17,3,1,1,199.48,0,1.088888888888889
1098,0,0,7,0,208,8,3,1,1,996.76,0,2.002450980392157
1099,0,1,7,0,0,5,2,1,2,53.82,1,1.5166666666666666
1100,6,0,38,0,3,17,2,1,1,202.185,0,1.0110294117647058
1101,0,0,39,0,5,4,2,1,1,25.875,0,0.6083333333333333
1102,8,0,37,0,357,24,2,1,1,1708.425,0,0.6456140350877192
1103,8,0,38,0,0,35,1,1,1,220.88,0,1.045767195767196
1104,1,0,38,0,0,33,1,1,1,121.165,0,0.6509090909090909
1105,9,0,38,1,30,28,3,1,1,264.36,0,0.7447257383966245
1106,2,0,38,0,283,18,3,1,1,1218.04,0,0.9791666666666666
1107,11,0,37,2,142,43,3,1,1,927.52,0,1.2528248587570623
1108,5,0,38,0,0,44,3,1,1,547.76,0,1.3582329317269077
1109,5,0,38,1,0,25,3,1,1,174.0,0,0.8895833333333334
1110,4,0,38,0,5,12,2,1,1,281.925,0,1.0277173913043478
1111,7,0,38,0,6,17,3,1,1,105.76,0,0.6513071895424837
1112,23,0,38,3,52,32,3,1,1,812.68,0,1.1182432432432432
1113,2,0,38,1,481,8,3,1,1,2038.96,0,1.9791666666666667
1114,7,0,37,0,148,30,2,1,1,1359.855,0,1.4189944134078212
1115,1,0,37,1,184,26,3,1,1,989.52,0,1.2560240963855422
1116,0,0,37,0,0,11,2,1,1,28.845,0,0.9545454545454546
1117,0,0,38,0,11,8,2,1,1,70.92,0,0.7045454545454546
1118,0,0,37,0,0,0,2,1,1,0.0,1,0.0
1119,1,0,37,0,382,43,2,1,1,2051.415,0,0.9762096774193548
1120,5,0,37,1,9,47,3,1,1,490.84,0,1.2384105960264902
1121,6,0,37,1,106,37,2,1,1,771.525,0,1.4983796296296297
1122,21,1,33,0,14,17,2,1,1,96.93,1,0.268939393939394
1123,19,0,36,8,0,42,4,1,1,257.0,0,1.887037037037037
1124,11,1,36,1,24,24,2,1,1,363.06,1,0.9777192982456141
1125,0,0,34,0,0,14,3,1,1,104.56,0,2.276315789473684
1126,7,0,35,0,7,16,3,1,1,139.32,1,1.2039473684210527
1127,7,1,36,0,32,31,3,1,1,210.56,1,0.8223577235772358
1128,0,0,36,0,0,0,3,1,1,0.0,1,0.0
1129,0,0,36,0,0,6,3,1,1,57.8,0,1.078030303030303
1130,1,0,33,1,12,22,4,1,1,195.85,0,1.1595744680851063
1131,0,0,36,0,7,4,4,1,1,27.175,1,1.5958333333333334
1132,0,0,36,1,2,2,5,1,1,4.41,0,1.55
1133,23,0,31,3,0,80,2,1,1,722.925,0,1.1226950354609928
1134,4,0,34,3,269,33,2,2,1,1517.985,0,0.9911504424778761
1135,0,0,36,0,0,28,2,1,1,159.84,0,0.7327004219409282
1136,1,0,35,0,36,20,3,1,1,202.44,0,0.5772357723577236
1137,4,0,36,0,173,23,2,1,1,894.825,0,0.845
1138,2,1,27,1,191,11,2,2,1,909.135,0,0.5404040404040403
1139,2,0,26,0,28,68,4,1,1,103.975,0,0.6125
1140,9,0,27,0,8,7,2,1,1,57.465,0,0.34469696969696967
1141,0,0,26,0,19,3,4,1,1,62.175,0,1.380952380952381
1142,8,0,25,0,17,13,2,1,1,121.905,0,0.5632183908045977
1143,0,0,25,0,6,23,3,1,1,145.52,0,0.8563218390804598
1144,0,0,18,0,26,14,2,1,1,183.285,0,1.0507246376811594
1145,14,1,17,1,83,42,1,2,1,802.23,0,0.742512077294686
1146,10,0,15,0,71,40,4,1,1,398.9,0,0.861904761904762
1147,6,0,16,3,29,19,3,1,1,222.0,0,1.034920634920635
1148,0,0,9,1,213,10,3,1,1,1019.28,0,1.867117117117117
1149,1,1,9,1,0,7,3,1,1,50.36,1,1.2947916666666666
1150,0,0,34,0,0,13,2,1,1,183.015,0,1.0766129032258065
1152,2,0,33,0,347,20,2,1,1,1657.755,0,0.6823529411764705
1153,2,0,34,0,0,31,2,1,1,175.05,0,1.1207602339181286
1154,0,0,34,0,0,29,1,1,1,114.235,0,0.6897959183673469
1155,3,0,34,0,20,24,2,1,1,246.735,0,0.7785388127853882
1156,0,0,34,0,273,14,3,1,1,1173.0,0,1.1083333333333334
1157,5,0,33,0,132,39,3,1,1,882.48,0,1.3020833333333335
1158,0,0,34,0,0,40,3,1,1,542.72,0,1.3966666666666667
1159,0,0,34,0,0,21,3,1,1,168.96,0,0.9346846846846848
1160,0,0,34,0,0,8,2,1,1,253.755,0,1.0761627906976743
1161,1,0,34,0,0,13,3,1,2,76.72,0,0.6937037037037037
1162,17,0,34,1,42,28,2,1,1,863.595,0,1.1400462962962963
1163,0,0,34,0,471,4,3,1,1,1993.92,0,2.5277777777777777
1164,1,0,33,0,138,26,2,1,1,1309.185,0,1.4566473988439306
1165,0,0,33,0,174,22,3,1,1,944.48,0,1.327922077922078
1166,0,0,33,0,0,7,2,1,2,23.175,0,1.7
1167,0,0,34,0,1,4,2,1,2,20.25,0,1.15
1169,0,0,33,0,372,39,2,1,1,2000.745,0,1.0088983050847458
1170,0,0,33,0,0,43,3,1,1,449.8,0,1.2758620689655173
1171,0,0,33,0,96,33,2,1,1,720.855,0,1.6042929292929293
1172,15,0,29,0,4,13,2,1,2,46.26,1,0.25877192982456143
1173,13,0,32,6,0,38,4,1,1,253.85,0,1.998015873015873
1174,5,1,32,0,14,20,2,1,1,312.39,1,1.0211610486891387
1175,0,0,30,0,0,10,3,1,1,99.52,0,3.173076923076923
1176,1,1,31,0,0,12,2,1,2,119.565,1,1.3671875
1177,1,0,32,0,22,27,3,1,2,165.52,1,0.9061904761904761
1178,0,1,32,0,0,0,2,1,2,0.0,1,0.0
1179,0,0,32,0,0,2,3,1,1,52.76,0,1.3572916666666666
1180,0,0,29,0,2,18,4,1,1,167.7,0,1.2159090909090908
1181,0,0,32,0,0,1,3,1,2,10.56,1,4.383333333333334
1182,0,0,32,0,0,0,4,1,1,0.0,0,0.0
1183,17,0,27,1,0,76,2,1,1,717.255,0,1.143377001455604
1184,0,0,30,1,259,29,2,2,1,1467.315,0,1.02803738317757
1185,0,0,32,0,0,24,2,1,1,154.17,0,0.7655251141552512
1186,0,0,31,0,26,16,3,1,2,157.4,0,0.6190476190476191
1187,0,0,32,0,163,19,2,1,1,844.155,0,0.9147727272727273
1188,0,0,23,0,181,7,2,2,1,858.465,0,0.5864197530864198
1189,0,0,22,0,18,64,4,1,1,75.825,0,0.6683333333333333
1190,3,0,23,0,0,3,2,1,2,15.795,0,0.3489583333333333
1191,0,0,22,0,9,0,4,1,2,22.5,0,0.0
1192,2,0,21,0,7,9,2,1,1,71.235,0,0.6231884057971014
1193,0,0,21,0,0,19,3,1,1,116.48,0,0.9166666666666666
1194,0,0,14,0,16,10,2,1,1,132.615,0,1.303921568627451
1195,8,0,13,0,73,38,1,2,1,740.3,0,0.7611111111111111
1196,4,0,11,0,61,36,4,1,1,370.75,0,0.8814814814814815
1197,0,0,12,1,19,15,3,1,1,176.96,0,1.151851851851852
1198,0,0,5,0,203,6,3,1,1,974.24,0,2.1639784946236555
1199,0,1,5,0,0,3,2,1,2,50.985,1,1.8716666666666666
1200,4,0,40,0,8,19,2,1,1,225.54,0,1.031094527363184
1201,0,0,41,0,10,6,2,1,2,49.23,0,1.55
1202,6,0,39,0,362,26,2,1,1,1731.78,0,0.6630952380952381
1203,6,0,40,0,4,37,2,1,1,199.575,0,1.0680107526881721
1204,0,0,40,0,5,35,1,1,1,149.71,0,0.6691358024691358
1205,7,0,40,1,35,30,3,1,1,285.12,0,0.7585470085470085
1206,0,0,40,0,288,20,3,1,1,1238.8,0,1.0166666666666668
1207,9,0,39,2,147,45,3,1,1,948.28,0,1.2663817663817662
1208,3,0,40,0,3,46,3,1,1,560.52,0,1.3684848484848486
1209,3,0,40,1,5,27,3,1,1,194.76,0,0.9050632911392406
1210,2,0,40,0,10,14,2,1,1,305.28,0,1.0426739926739927
1211,5,0,40,0,11,19,3,1,2,126.52,0,0.6709999999999999
1212,21,0,40,3,57,34,3,1,1,833.44,0,1.1248114630467572
1213,0,0,40,1,486,10,3,1,1,2059.72,0,2.079710144927536
1214,5,0,39,0,153,32,2,1,1,1383.21,0,1.4288389513108615
1215,0,0,39,1,189,28,3,1,1,1010.28,0,1.2754065040650406
1216,0,0,39,0,3,13,2,1,2,43.2,0,1.0833333333333335
1217,0,0,40,0,16,10,2,1,2,94.275,0,0.8083333333333333
1218,0,0,39,0,3,0,2,1,2,13.5,1,0.0
1219,0,0,39,0,387,45,2,1,1,2074.77,0,0.9868563685636856
1220,3,0,39,1,14,49,3,1,1,511.6,0,1.248888888888889
1221,4,0,39,1,111,39,2,1,1,794.88,0,1.5241784037558685
1222,19,0,35,0,19,19,2,1,2,120.285,1,0.28294573643410853
1223,17,0,38,8,4,44,4,2,1,267.475,0,1.9119850187265917
1224,9,0,38,1,29,26,2,1,1,386.415,1,0.9916666666666667
1225,0,0,36,0,3,16,3,1,1,117.32,0,2.4212962962962963
1226,5,1,37,0,12,18,2,1,2,180.09,1,1.2454954954954955
1227,5,0,38,0,37,33,3,1,2,231.32,1,0.85125
1228,0,0,38,0,3,0,3,1,2,12.0,1,0.0
1229,0,0,38,0,3,8,3,1,1,70.56,0,1.1452380952380952
1230,0,0,35,1,17,24,4,1,1,208.825,0,1.1756272401433692
1231,0,1,38,0,12,6,4,1,2,40.15,1,2.238888888888889
1232,0,0,38,1,7,0,5,1,1,10.5,0,0.0
1233,21,0,33,3,3,82,2,1,1,737.28,0,1.128917378917379
1234,2,0,36,3,274,35,2,2,1,1541.34,0,1.0029761904761905
1235,0,0,38,0,5,30,2,1,1,183.195,0,0.7463675213675214
1236,0,0,37,0,41,22,3,1,2,223.2,0,0.6
1237,2,0,38,0,178,25,2,1,1,918.18,0,0.8690476190476191
1238,0,0,29,1,196,13,2,2,1,932.49,0,0.5677083333333334
1239,0,0,28,0,33,70,4,1,1,116.95,0,0.6395238095238095
1240,7,0,29,0,13,9,2,1,2,80.82,0,0.376984126984127
1241,0,0,28,0,24,5,4,1,2,75.15,0,1.6666666666666667
1242,6,0,27,0,22,15,2,1,1,145.26,0,0.5952380952380952
1243,0,0,27,0,11,25,3,1,1,166.28,0,0.8771929824561403
1244,0,0,20,0,31,16,2,1,1,206.64,0,1.1136363636363635
1245,12,0,19,1,88,44,1,2,1,830.775,0,0.7503649635036496
1246,8,0,17,0,76,42,4,1,1,411.875,0,0.869061876247505
1247,4,0,18,3,34,21,3,1,1,242.76,0,1.068292682926829
1248,0,0,11,1,218,12,3,1,1,1040.04,0,1.928240740740741
1249,0,1,11,1,3,9,3,1,1,63.12,1,1.4033333333333333
1250,2,0,32,0,0,11,2,1,1,182.16,0,1.0542328042328044
1252,4,0,31,0,342,18,2,1,1,1634.4,0,0.6628205128205129
1253,4,0,32,0,0,29,1,1,1,212.905,0,1.0956896551724138
1254,0,0,32,0,0,27,1,1,1,113.19,0,0.6693333333333333
1255,5,0,32,0,15,22,2,1,1,223.38,0,0.7635135135135135
1256,0,0,32,0,268,12,3,1,1,1152.24,0,1.0618279569892473
1257,7,0,31,0,127,37,3,1,1,861.72,0,1.2876106194690264
1258,1,0,32,0,0,38,3,1,1,541.96,0,1.3859213250517597
1259,1,0,32,0,0,19,3,1,1,168.2,0,0.9177777777777777
1260,0,0,32,0,0,6,2,1,1,252.9,0,1.0599616858237548
1261,3,0,32,0,0,11,3,1,2,75.96,0,0.6713768115942029
1262,19,0,32,1,37,26,3,1,1,746.88,0,1.1332565284178187
1263,0,0,32,0,466,2,3,1,1,1973.16,0,2.3771929824561404
1264,3,0,31,0,133,24,2,1,1,1285.83,0,1.446360153256705
1265,0,0,31,0,169,20,3,1,1,923.72,0,1.3066239316239316
1266,0,0,31,0,0,5,2,1,2,22.32,0,1.361111111111111
1267,0,0,32,0,0,2,2,1,2,14.895,0,0.9027777777777778
1269,0,0,31,0,367,37,2,1,1,1977.39,0,0.9976190476190476
1270,1,0,31,0,0,41,3,1,1,449.04,0,1.2648401826484017
1271,2,0,31,0,91,31,2,1,1,697.5,0,1.5753731343283581
1272,17,0,27,0,0,11,2,1,2,27.405,1,0.24358974358974358
1273,15,0,30,6,0,36,4,1,1,253.375,0,1.9705882352941178
1274,7,0,30,0,9,18,2,1,1,289.035,1,1.0061111111111112
1275,0,0,28,0,0,8,3,1,1,98.76,0,2.9226190476190474
1276,3,1,29,0,0,10,2,1,2,118.71,1,1.3156565656565655
1277,3,0,30,0,17,25,3,1,2,144.76,1,0.8717592592592592
1278,0,0,30,0,0,0,2,1,2,0.0,1,0.0
1279,0,0,30,0,0,5,3,1,1,52.0,0,1.257843137254902
1280,0,0,27,0,0,16,4,1,1,162.225,0,1.198501872659176
1282,0,0,30,0,0,0,4,1,1,0.0,0,0.0
1283,19,0,25,1,0,74,2,1,1,716.4,0,1.1369565217391304
1284,0,0,28,1,254,27,2,2,1,1443.96,0,1.0154320987654322
1285,0,0,30,0,0,22,2,1,1,153.315,0,0.7506756756756756
1286,0,0,29,0,21,14,3,1,2,136.64,0,0.5925925925925926
1287,0,0,30,0,158,17,2,1,1,820.8,0,0.887037037037037
1288,0,0,21,0,176,5,2,2,1,835.11,0,0.5535714285714286
1289,0,0,20,0,13,62,4,1,1,62.85,0,0.636021505376344
1290,5,0,21,0,0,1,2,1,2,14.94,0,0.3088235294117647
1291,0,0,20,0,4,0,4,1,2,10.0,0,0.0
1292,4,0,19,0,2,7,2,1,1,47.88,0,0.5833333333333334
1293,0,0,19,0,0,17,3,1,1,115.72,0,0.8930817610062893
